product_type,cost_per_unit,time_delivery,revenue,generic_holiday,day_of_week,number_of_product_units
1053,1133,10,0,1,1,0
882,1454,8,5131,0,5,4
858,1109,14,4021,0,3,5
236,302,7,6828,0,4,26
521,724,6,5012,0,2,8
303,1772,11,4893,0,2,4
608,1941,8,12565,0,2,8
262,827,6,27372,0,7,38
417,1281,11,5599,0,2,5
337,1480,11,5030,0,3,4
982,478,12,8377,0,2,20
459,1765,10,10104,0,4,7
468,826,7,4516,0,1,7
30,275,7,5163,0,6,22
1034,154,13,6603,0,5,49
972,416,10,6520,0,1,18
781,1974,8,4026,0,4,3
1001,217,8,3730,0,2,20
852,1675,11,2776,0,6,2
803,308,14,4999,0,3,19
290,835,12,8545,0,4,12
213,1253,9,10142,0,5,10
1025,876,13,7807,0,5,10
336,538,5,10770,0,3,23
1081,1200,6,7687,0,3,8
536,369,8,5793,0,6,18
6,533,10,5872,0,2,13
85,1655,8,6887,0,4,5
994,1588,6,3535,0,5,3
573,1408,8,3332,0,5,3
556,890,14,4799,0,6,7
340,702,6,5606,0,4,9
40,585,11,3947,0,3,8
438,1979,11,4051,0,1,3
629,1073,10,5809,0,3,7
726,1666,14,13836,0,2,10
441,1777,8,7676,0,5,5
208,771,14,3450,0,2,6
509,1873,6,8764,0,5,6
608,1941,8,7251,0,5,5
202,125,13,6483,0,6,59
811,834,13,4377,0,5,6
264,1305,11,0,0,6,0
477,545,12,4414,0,2,10
1063,629,14,4378,0,5,8
35,798,9,10176,0,5,15
1016,1946,6,5827,0,4,4
57,1031,13,15577,0,1,17
114,201,12,5417,0,4,31
71,1374,13,7295,0,5,6
984,506,11,2349,0,2,6
720,1894,8,5706,0,6,4
353,1568,5,6220,0,7,5
663,557,11,4368,0,6,9
558,323,14,2434,0,6,9
910,1209,11,5408,0,4,6
329,1047,11,6166,0,5,7
698,771,11,18730,0,4,28
93,638,14,6727,0,3,12
274,1596,7,3845,0,5,3
812,328,5,7496,0,2,26
746,1635,11,5337,0,4,4
4,131,9,10621,0,3,91
657,1695,8,6717,0,5,5
333,66,12,7436,0,6,127
363,1985,12,9527,0,1,6
1073,719,5,5124,0,6,8
48,1228,6,3527,0,2,4
1006,339,7,4948,0,4,17
657,1695,8,5315,0,5,4
352,1795,12,6654,0,5,5
480,1137,14,5277,0,4,6
206,1545,13,5082,0,3,4
429,1226,11,3909,0,1,4
385,1089,8,7173,0,6,8
1025,876,13,7378,0,4,10
54,1730,6,5796,0,4,4
354,1952,9,9072,0,2,6
337,1480,11,5551,0,1,5
1016,1946,6,5956,0,5,4
51,1093,9,0,1,1,0
109,1903,13,5804,0,5,4
227,1374,6,5770,0,3,5
593,938,12,7239,0,6,9
1100,860,12,4239,0,6,6
92,482,10,9962,0,1,24
756,435,12,13590,0,2,35
660,1803,6,5212,0,5,4
818,473,8,9054,0,1,22
754,729,5,13162,0,1,21
450,1391,13,6379,0,1,6
508,1522,6,4833,0,6,4
574,1045,10,10940,0,2,12
841,372,7,1307,0,6,4
136,1381,10,4743,0,5,4
690,1494,12,6528,0,2,5
1073,719,5,13342,0,2,21
830,1160,7,6123,0,3,6
243,941,13,5290,0,6,7
804,1902,13,4943,0,2,3
1003,1224,6,8642,0,5,8
381,556,10,4784,0,6,10
372,479,6,8530,0,3,20
299,1634,9,6938,0,4,5
1099,284,5,6829,0,5,27
1,457,11,4806,0,2,12
491,405,7,5331,0,5,15
641,1359,9,9405,0,1,8
1010,168,6,9549,0,5,64
783,1975,12,7486,0,4,5
414,383,7,6191,0,2,19
1086,1217,8,15219,0,2,15
899,424,13,5756,0,5,16
912,1732,13,3763,0,1,3
624,626,14,4216,0,6,8
55,756,12,4485,0,5,7
84,744,14,10981,0,6,17
84,744,14,13429,0,4,21
384,1455,5,18300,0,1,15
413,1029,8,8094,0,3,9
4,131,9,11018,0,6,95
299,1634,9,5701,0,1,4
1081,1200,6,5532,0,3,6
236,302,7,4880,0,6,19
25,1912,7,7180,0,5,5
146,185,9,6564,0,4,40
838,572,13,10252,0,2,21
475,1218,5,8950,0,1,9
739,97,10,12027,0,4,139
291,1395,5,8060,0,5,7
405,1486,5,5088,0,5,4
298,646,13,8036,0,3,14
510,1254,14,6708,0,2,6
88,1676,10,6854,0,5,5
787,1045,13,12322,0,1,14
395,1538,8,2655,0,6,2
167,585,6,10450,0,1,21
259,1101,11,11522,0,5,12
199,433,9,10780,0,1,28
181,1914,9,7426,0,4,5
36,369,8,8960,0,6,28
327,1617,14,8300,0,6,6
667,400,13,7768,0,2,22
372,479,6,6371,0,1,15
555,238,14,3294,0,2,16
440,298,9,4543,0,3,18
823,144,7,6169,0,2,48
485,836,8,4291,0,2,6
460,1094,11,2835,0,1,3
869,1502,10,5342,0,5,4
709,1897,13,3747,0,6,3
876,1257,11,9781,0,4,9
443,1454,8,7034,0,1,6
815,574,5,9837,0,5,20
123,1498,14,6991,0,5,6
375,490,5,19030,0,1,44
175,795,7,8509,0,5,12
43,1158,12,7600,0,2,8
611,1718,12,5270,0,5,4
253,1241,14,4819,0,6,5
707,1615,10,5166,0,6,4
975,1180,13,10814,0,2,11
817,1385,12,20977,0,4,17
936,1533,5,10570,0,1,8
628,811,12,4533,0,3,7
162,1896,11,5119,0,4,4
466,1673,8,10839,0,2,8
975,1180,13,7590,0,4,8
1018,476,13,12312,0,2,29
695,284,9,4985,0,5,20
567,410,12,9727,0,4,27
568,1090,13,5636,0,6,6
425,1774,14,3638,0,3,3
1094,813,13,4318,0,5,6
622,1437,14,4073,0,3,4
55,756,12,3456,0,3,6
1042,655,13,6071,0,4,11
232,1132,10,2396,0,4,3
115,1989,7,8059,0,3,5
221,1138,14,4955,0,6,5
187,1870,8,3792,0,6,3
1097,1310,6,9098,0,4,8
114,201,12,5132,0,6,29
767,984,14,6145,0,3,7
22,344,9,6721,0,5,22
1050,1534,14,7633,0,3,6
558,323,14,2631,0,3,10
479,451,9,9200,0,3,23
1030,1270,6,5364,0,2,5
156,286,7,8793,0,3,35
384,1455,5,11546,0,1,9
165,1728,14,4407,0,5,3
355,1579,8,5820,0,2,5
476,355,8,2545,0,6,9
929,327,6,6658,0,4,23
535,1462,5,4461,0,6,4
61,722,10,3943,0,3,7
220,1015,7,6456,0,2,8
749,625,5,7623,0,2,14
580,1633,11,10721,0,2,8
448,1763,14,6179,0,6,4
162,1896,11,10117,0,4,6
957,512,10,5833,0,3,13
1081,1200,6,9498,0,1,9
278,387,11,7893,0,3,23
439,690,8,5815,0,5,10
166,186,11,4693,0,2,29
768,576,9,12646,0,5,25
287,1091,12,0,1,5,0
196,1564,10,4486,0,4,4
785,1177,7,4989,0,3,5
507,304,13,8642,0,3,32
601,692,6,4848,0,6,8
655,986,9,11564,0,1,14
245,351,12,7387,0,1,24
198,755,10,3471,0,5,6
623,1913,11,4269,0,6,3
474,1529,6,7990,0,5,6
368,319,9,9882,0,3,35
32,1981,13,1768,0,6,1
512,133,13,7934,0,5,67
78,1169,6,2956,0,6,3
929,327,6,4523,0,2,16
981,131,14,8571,0,4,74
1115,454,14,4711,0,4,12
272,1527,11,4659,0,4,4
616,1246,10,9024,0,2,9
820,1242,6,8414,0,5,8
696,1131,6,6544,0,3,7
931,868,8,4005,0,2,6
747,1589,10,6424,0,4,5
855,356,6,5655,0,5,18
75,247,10,6583,0,2,30
240,775,6,4843,0,2,7
882,1454,8,6812,0,2,6
90,1914,10,9176,0,5,6
264,1305,11,5140,0,1,5
436,1563,7,6044,0,4,5
65,1740,10,4089,0,5,3
1046,600,7,5582,0,2,11
848,402,13,4658,0,6,13
889,1852,11,3576,0,4,3
725,160,5,4366,0,6,31
122,854,11,4889,0,1,7
918,1717,6,5914,0,5,4
860,1159,7,7677,0,1,8
361,1916,14,9397,0,1,6
922,1478,11,6296,0,4,5
939,1406,6,5849,0,3,5
794,117,5,2334,0,6,23
569,1323,14,6140,0,1,6
283,462,10,7526,0,5,19
188,1421,5,4928,0,2,4
92,482,10,5062,0,6,12
816,1751,10,6479,0,4,5
91,131,14,9024,0,1,78
993,75,7,8050,0,1,121
158,1760,5,5210,0,1,4
935,291,14,5410,0,1,21
1105,1733,11,3686,0,3,3
623,1913,11,10313,0,5,7
950,664,8,6321,0,5,11
180,1680,7,4869,0,2,4
804,1902,13,6056,0,1,4
639,350,7,2769,0,2,9
904,1566,8,6208,0,2,5
834,1141,12,3394,0,6,4
159,1643,13,8520,0,4,6
107,1005,13,8070,0,5,9
937,181,6,4962,0,3,31
645,822,12,10542,0,1,15
486,681,14,4369,0,4,8
377,1240,8,10108,0,4,10
863,1002,13,6970,0,2,8
82,1982,10,16655,0,2,10
23,1704,13,4105,0,1,3
827,1672,10,12207,0,2,9
327,1617,14,10432,0,2,8
904,1566,8,4422,0,2,4
849,1631,5,6619,0,4,5
929,327,6,5756,0,5,20
231,1289,14,5205,0,6,5
212,196,12,4467,0,5,26
5,868,8,5516,0,5,8
285,1343,12,6328,0,6,6
368,319,9,9714,0,6,35
362,1815,6,7496,0,2,5
149,1349,13,4301,0,3,4
43,1158,12,8466,0,5,9
391,497,13,6397,0,5,15
102,1651,8,9560,0,5,7
623,1913,11,7593,0,5,5
315,880,7,3535,0,2,5
374,1027,13,7167,0,2,8
623,1913,11,5984,0,3,4
1088,1621,11,3164,0,6,3
613,1610,14,6652,0,6,5
588,717,9,5579,0,6,9
272,1527,11,4916,0,6,4
136,1381,10,4578,0,1,4
1057,1228,11,7996,0,2,8
843,1873,13,12198,0,5,8
679,1784,6,8513,0,5,6
985,1024,8,7169,0,6,8
30,275,7,4319,0,1,18
799,490,12,10679,0,5,25
194,721,10,3732,0,2,6
105,1949,14,1785,0,5,2
11,554,13,5540,0,5,12
120,1661,8,7444,0,5,6
513,1781,13,18292,0,5,12
993,75,7,7283,0,5,109
246,1250,9,6435,0,6,6
345,861,6,3571,0,6,5
615,1979,11,7301,0,5,5
738,1617,8,8133,0,6,6
548,1288,7,4089,0,5,4
330,690,11,2825,0,4,5
359,1628,11,7455,0,3,6
467,1291,14,11679,0,4,11
656,795,7,2852,0,6,5
832,206,5,6164,0,6,34
603,666,12,7804,0,4,14
984,506,11,4064,0,3,9
602,1850,11,4745,0,3,3
13,523,8,8397,0,3,18
556,890,14,6407,0,3,9
269,1248,9,11761,0,3,11
107,1005,13,9252,0,1,11
230,1279,9,5205,0,5,5
254,378,12,1983,0,4,6
185,1130,11,7904,0,5,8
261,1278,6,17296,0,3,16
749,625,5,2719,0,6,5
1066,1303,6,10773,0,6,10
752,372,10,5299,0,4,16
947,608,12,8312,0,6,16
331,614,5,8388,0,5,16
1002,76,6,6933,0,3,103
1062,1124,5,8417,0,2,9
558,323,14,2611,0,2,10
678,1542,12,7633,0,3,6
267,1123,10,7995,0,4,8
1115,454,14,4009,0,3,10
839,1511,8,3225,0,6,3
512,133,13,3966,0,4,34
1083,1834,8,5443,0,4,4
102,1651,8,4625,0,6,4
589,1329,11,3413,0,6,3
620,1447,9,5441,0,1,5
262,827,6,16628,0,2,23
132,396,11,8765,0,5,25
986,1945,7,3891,0,3,3
948,382,6,9558,0,7,29
261,1278,6,9756,0,5,9
889,1852,11,3142,0,2,2
1068,423,13,3811,0,6,11
1047,669,13,7669,0,1,13
454,1895,13,1873,0,6,2
892,945,14,9474,0,3,12
580,1633,11,16208,0,6,12
799,490,12,10396,0,3,24
1114,1232,13,20598,0,2,19
145,1371,9,8326,0,2,7
715,382,5,5213,0,1,16
963,386,6,14734,0,4,43
370,1647,9,6932,0,3,5
26,1646,13,5513,0,6,4
669,1572,9,5862,0,3,5
760,992,6,7037,0,4,8
121,629,12,4708,0,2,9
363,1985,12,6789,0,5,4
180,1680,7,6324,0,4,5
250,1389,6,9032,0,2,8
1062,1124,5,4721,0,6,5
185,1130,11,7264,0,5,8
1083,1834,8,4254,0,2,3
828,1008,8,8051,0,1,9
1002,76,6,7092,0,1,105
872,1239,10,0,1,6,0
754,729,5,8282,0,4,13
315,880,7,3797,0,3,5
638,99,7,6157,0,6,70
1048,357,12,7553,0,5,24
39,1083,13,8468,0,1,9
551,865,6,10699,0,2,14
678,1542,12,4981,0,2,4
301,419,11,6197,0,2,17
447,519,10,8419,0,1,19
807,1717,9,9657,0,1,7
574,1045,10,9573,0,5,11
507,304,13,10208,0,4,38
778,603,8,4454,0,1,9
845,1530,11,5388,0,6,4
615,1979,11,11031,0,1,7
767,984,14,6632,0,5,8
976,1812,13,7303,0,4,5
43,1158,12,4962,0,4,5
1023,680,6,6581,1,4,11
757,606,5,5392,0,4,10
320,823,14,16723,0,2,23
456,1033,12,4888,0,5,6
1035,1264,8,1995,0,6,2
123,1498,14,12684,0,2,10
1098,479,13,8521,0,1,20
302,1786,13,4289,0,5,3
975,1180,13,7126,0,4,7
519,1762,11,5440,0,4,4
1046,600,7,6879,0,6,13
126,890,5,5473,0,5,7
121,629,12,4842,0,5,9
862,1940,10,11727,0,1,7
318,388,9,8191,0,2,24
509,1873,6,4745,0,2,3
1086,1217,8,14148,0,2,14
1101,1402,7,7426,0,2,6
80,486,5,8349,0,6,20
978,1893,5,7854,0,5,5
508,1522,6,3363,0,1,3
827,1672,10,14249,0,1,10
857,339,5,7224,0,3,24
1064,800,10,8330,0,1,12
91,131,14,6087,0,2,53
857,339,5,6216,0,2,21
867,1308,8,3396,0,6,3
51,1093,9,8424,0,6,9
433,71,5,4842,0,3,77
945,505,8,2727,0,6,7
254,378,12,2818,0,5,9
440,298,9,6283,0,1,24
885,371,5,4992,0,5,16
883,274,6,3899,0,2,16
708,883,9,7255,0,1,10
312,623,13,7794,0,2,15
343,1279,6,6027,0,4,6
255,1603,13,6625,0,6,5
45,1819,6,5577,0,3,4
285,1343,12,8130,0,5,7
835,95,6,5786,0,5,69
378,931,10,7131,0,1,9
57,1031,13,11280,0,5,13
782,1579,5,5056,0,3,4
625,1542,7,10565,0,1,8
18,1061,8,5474,0,3,6
747,1589,10,5854,0,3,5
885,371,5,6243,0,1,19
242,1541,8,3046,0,6,3
933,465,12,4301,0,6,11
349,836,10,6962,0,5,10
209,593,5,5241,0,5,10
290,835,12,7470,0,3,11
353,1568,5,3838,0,6,3
1002,76,6,7409,0,2,110
788,1578,11,19931,0,1,15
780,623,12,2388,0,6,5
341,1951,12,6036,0,5,4
718,962,5,6438,0,3,8
369,1436,9,5793,0,3,5
282,89,6,4005,0,1,51
658,878,7,4074,0,6,6
876,1257,11,2517,0,6,3
800,1544,13,4125,0,6,3
134,1065,8,5001,0,5,6
409,1755,11,3820,0,3,3
274,1596,7,5873,0,5,5
944,1651,7,7679,0,3,6
395,1538,8,4007,0,3,3
135,177,9,4278,0,3,28
343,1279,6,4799,0,2,5
700,1751,9,2710,0,3,2
535,1462,5,6916,0,1,6
568,1090,13,4409,0,4,5
915,1944,9,5862,0,4,4
417,1281,11,9590,0,2,9
404,652,12,2756,0,6,5
936,1533,5,6772,0,3,5
413,1029,8,6507,0,3,8
1066,1303,6,10970,0,6,10
955,1625,5,4939,0,3,4
274,1596,7,7614,0,7,6
635,503,13,4173,0,3,10
644,469,5,12539,0,2,30
990,1468,8,10747,0,4,9
99,459,8,7813,0,1,20
124,760,12,2304,0,6,4
517,1670,9,6051,0,5,5
907,50,5,5008,0,4,113
813,1098,9,5432,0,4,6
111,1986,13,6711,0,6,4
1110,1377,9,3557,0,2,3
1059,492,9,5589,0,3,13
830,1160,7,5677,0,5,6
314,930,11,3930,0,5,5
812,328,5,7132,0,4,25
804,1902,13,3106,0,5,2
498,1252,6,8902,0,6,8
39,1083,13,9719,0,1,11
879,1570,7,3935,0,2,3
233,443,12,7702,0,6,20
751,401,7,4550,0,2,13
202,125,13,6215,0,5,56
648,437,14,8447,0,1,22
1008,689,5,4133,0,4,7
855,356,6,4119,0,3,13
572,1509,12,5367,0,4,4
754,729,5,7026,0,2,11
958,824,9,4718,0,1,7
336,538,5,11823,0,2,25
676,206,11,7079,0,4,39
279,486,11,6348,0,3,15
843,1873,13,6778,0,4,5
827,1672,10,11629,0,2,8
813,1098,9,8013,0,1,9
817,1385,12,19679,0,3,16
492,63,7,6198,0,4,111
411,1225,5,13876,0,1,13
871,1465,14,7036,0,6,6
26,1646,13,7856,0,5,6
1039,244,13,13861,0,6,64
1068,423,13,3578,0,3,10
625,1542,7,4734,0,6,4
437,267,7,8504,0,5,36
523,300,13,10894,0,2,41
756,435,12,0,1,5,0
545,283,13,12244,0,2,49
450,1391,13,7971,0,3,7
1036,486,14,3869,0,2,9
829,666,7,5605,0,5,10
732,1653,6,5174,0,3,4
409,1755,11,6142,0,2,4
758,415,5,0,1,5,0
667,400,13,5763,0,3,17
949,285,11,5884,0,3,24
741,1185,6,8254,0,4,8
785,1177,7,4522,0,2,5
821,1043,13,5836,0,3,7
973,1131,10,6709,0,4,7
678,1542,12,10009,0,1,8
755,1887,11,8497,0,2,6
248,1795,6,6431,0,1,5
818,473,8,4388,0,6,11
415,670,6,2238,0,3,4
626,1147,7,7112,0,1,7
911,184,10,8652,0,4,53
656,795,7,3406,0,4,5
432,725,5,11256,0,3,18
262,827,6,18592,0,5,26
127,546,12,3415,0,5,8
1072,1165,12,7495,0,5,8
785,1177,7,4924,0,3,5
315,880,7,4077,0,3,6
668,1838,11,7268,0,3,5
348,59,9,7397,0,4,141
964,735,12,7521,0,1,12
857,339,5,6180,0,4,21
471,839,6,7167,0,4,10
335,837,6,10016,0,6,14
609,1088,10,5668,0,1,6
815,574,5,4613,0,2,10
849,1631,5,9172,0,4,7
515,543,7,9355,0,5,20
71,1374,13,7574,0,1,7
385,1089,8,7421,0,2,8
817,1385,12,20095,0,3,17
148,789,5,6628,0,3,10
331,614,5,6617,0,1,13
460,1094,11,2665,0,1,3
80,486,5,4649,0,3,11
1093,1561,8,10016,0,1,8
36,369,8,10421,0,1,32
245,351,12,7697,0,4,25
234,913,13,10933,0,1,14
132,396,11,8108,0,2,23
173,832,9,0,1,4,0
488,616,11,2337,0,4,5
687,886,8,0,1,3,0
559,1010,14,6779,0,4,8
432,725,5,9987,0,5,16
493,882,9,7374,0,4,10
197,859,14,5684,0,6,8
274,1596,7,2897,0,3,3
494,1890,9,9472,0,2,6
1059,492,9,10178,0,2,24
571,1090,8,7146,0,3,8
257,1987,9,7062,0,1,4
271,1078,13,8506,0,4,9
1056,1067,6,2267,0,3,3
478,1446,8,7253,0,5,6
105,1949,14,4868,0,5,3
1087,86,14,4960,0,1,65
929,327,6,4699,0,3,17
163,1099,10,9839,0,1,11
762,51,5,4598,0,2,101
363,1985,12,5517,0,6,4
663,557,11,6866,0,1,14
703,1470,14,3648,0,5,3
409,1755,11,0,0,7,0
859,1110,8,5611,0,3,6
835,95,6,4585,0,1,55
1113,412,8,6388,0,5,18
821,1043,13,6130,0,5,7
616,1246,10,12289,0,5,12
970,72,9,2581,0,4,41
517,1670,9,4450,0,3,3
250,1389,6,6573,0,6,6
124,760,12,4431,0,1,7
241,1055,9,6681,0,6,8
979,1329,11,7496,0,5,7
1085,1956,10,6996,0,1,5
490,1109,13,6178,0,4,7
547,297,8,6597,0,2,25
265,1508,8,6150,0,2,5
784,364,6,6262,0,3,20
982,478,12,5349,0,6,13
429,1226,11,4890,0,5,5
189,774,7,9540,0,2,14
139,1800,6,7272,0,4,5
775,1643,5,10148,0,3,7
865,1226,14,8749,0,5,8
162,1896,11,5321,0,4,4
101,1769,13,6090,0,6,4
838,572,13,6664,0,1,14
577,955,7,6179,0,1,8
201,1862,13,4971,0,5,3
664,670,11,4897,0,3,9
332,618,12,1474,0,6,3
214,251,14,10672,0,5,48
543,203,5,2288,0,5,13
258,1224,12,5844,0,4,6
1023,680,6,3363,0,2,6
439,690,8,5487,0,2,9
765,475,6,5406,0,6,13
640,1013,6,14233,0,1,16
791,203,6,6494,0,5,36
738,1617,8,9170,0,2,7
897,826,5,2611,0,4,4
448,1763,14,5158,0,2,4
185,1130,11,5674,0,6,6
194,721,10,8293,0,4,13
200,1203,12,7714,0,3,8
612,1419,12,8396,0,4,7
510,1254,14,8492,0,5,8
316,165,12,7980,0,3,55
856,1748,10,6643,0,5,5
43,1158,12,6630,0,1,7
11,554,13,6151,0,4,13
748,1561,6,3983,0,2,3
1002,76,6,7491,0,6,111
414,383,7,4605,0,4,14
878,1521,8,8853,0,3,7
206,1545,13,7157,0,4,6
721,591,5,7716,0,6,15
168,568,5,6018,0,6,12
392,1607,8,11620,0,1,9
824,528,6,5911,0,6,13
182,1592,11,3440,0,2,3
603,666,12,7741,0,3,14
332,618,12,4903,0,1,9
978,1893,5,5156,0,4,4
182,1592,11,5544,0,4,4
265,1508,8,6716,0,5,5
364,1840,9,6364,0,2,4
428,1558,10,5283,0,4,4
2,1545,13,3687,0,6,3
969,962,9,3803,0,3,5
53,1625,10,5428,0,3,4
164,365,5,3778,0,6,12
238,208,12,5371,0,6,29
839,1511,8,7567,0,4,6
410,282,10,7940,0,3,32
1002,76,6,4968,0,2,74
26,1646,13,5642,0,6,4
28,1930,8,6382,0,5,4
679,1784,6,10285,0,2,7
570,1977,13,6675,0,1,4
1040,223,8,6680,0,4,34
1112,967,14,6851,0,1,8
993,75,7,8221,0,1,123
885,371,5,8055,0,1,25
955,1625,5,5375,0,3,4
950,664,8,0,1,4,0
1052,281,6,8092,0,5,33
924,1646,13,4513,0,5,4
611,1718,12,5298,0,4,4
156,286,7,5657,0,5,23
742,1592,11,6113,0,2,5
841,372,7,1855,0,6,6
662,182,14,6911,0,6,43
715,382,5,2597,0,6,8
726,1666,14,8783,0,5,6
817,1385,12,19581,0,4,16
57,1031,13,19928,0,4,22
597,732,11,5263,0,3,9
577,955,7,6117,0,1,8
245,351,12,7371,0,2,24
55,756,12,3074,0,6,5
1103,829,10,3729,0,3,6
734,752,6,6787,0,5,11
1092,128,5,14186,0,2,125
755,1887,11,11153,0,5,7
994,1588,6,5608,0,5,4
650,755,14,8981,0,1,14
902,875,7,4488,0,3,6
269,1248,9,7081,0,4,7
915,1944,9,5290,0,4,4
714,749,5,3376,0,3,6
247,1058,11,10284,0,4,11
423,1624,13,12236,0,1,9
125,1292,9,9311,0,6,9
186,1195,8,2434,0,3,3
865,1226,14,7544,0,6,7
869,1502,10,4126,0,6,4
383,1599,8,17419,0,4,13
869,1502,10,8236,0,4,7
422,230,8,4436,0,3,22
3,1910,14,10369,0,1,7
983,1027,9,13566,0,5,15
680,1788,11,7928,0,1,5
808,1573,11,6529,0,1,5
385,1089,8,11236,0,1,12
260,1890,10,6779,0,6,5
87,1339,8,6787,0,5,6
586,569,5,15096,0,3,30
959,203,13,5333,0,4,30
466,1673,8,11186,0,1,8
260,1890,10,6324,0,6,4
1014,474,10,11160,0,2,27
123,1498,14,10836,0,3,9
1112,967,14,8476,0,6,10
138,1014,8,10330,0,1,12
378,931,10,6313,0,2,8
985,1024,8,8237,0,6,10
971,422,10,8528,0,5,23
639,350,7,4781,0,5,16
662,182,14,10946,0,4,68
583,1999,5,3776,0,1,3
704,295,11,10235,0,3,39
548,1288,7,5819,0,4,6
705,569,12,9157,0,2,19
918,1717,6,4134,0,3,3
170,982,10,4983,0,2,6
4,131,9,8551,0,5,74
303,1772,11,7701,0,4,5
333,66,12,11424,0,1,194
757,606,5,4665,0,4,9
700,1751,9,2710,0,2,2
228,431,5,5469,0,1,15
413,1029,8,8376,0,3,10
737,1146,6,5418,0,1,6
361,1916,14,9902,0,1,6
125,1292,9,10234,0,1,9
766,829,14,5627,0,5,8
628,811,12,5710,0,1,8
260,1890,10,6748,0,3,4
998,1379,11,3944,0,4,4
18,1061,8,5654,0,3,6
238,208,12,11691,0,1,63
552,1503,8,7936,0,4,6
217,1696,5,4030,0,2,3
292,438,13,6604,0,3,17
1070,1288,14,6363,0,5,6
349,836,10,9631,0,1,13
643,51,11,5355,0,6,118
1034,154,13,5957,0,2,44
557,911,13,3321,0,6,5
1009,281,13,6186,0,2,25
882,1454,8,3778,0,1,3
802,521,12,6605,0,4,15
726,1666,14,10193,0,5,7
475,1218,5,4668,0,3,5
638,99,7,5926,0,4,68
146,185,9,9276,0,5,57
493,882,9,11301,0,4,15
565,520,5,5198,0,1,12
633,665,6,0,1,1,0
525,1369,12,8226,0,1,7
723,1296,7,8566,0,6,8
263,1696,6,3345,0,1,3
518,1278,5,7659,0,6,7
980,1209,9,7322,0,3,7
404,652,12,5436,0,5,10
442,562,10,4877,0,2,10
932,619,13,6833,0,1,13
958,824,9,3632,0,2,5
294,827,10,6099,0,3,9
913,599,8,11892,0,1,23
1114,1232,13,18502,0,4,17
865,1226,14,8049,0,5,8
1056,1067,6,6033,0,6,7
681,1394,8,3840,0,5,4
426,1493,12,5867,0,3,5
1052,281,6,12133,0,1,49
682,649,9,10738,0,2,19
495,1243,6,5764,0,6,6
310,262,8,10767,0,5,47
546,1002,10,13266,0,2,15
751,401,7,4025,0,4,12
258,1224,12,6001,0,5,6
182,1592,11,3710,0,4,3
523,300,13,13186,0,4,50
1111,1269,11,5530,0,3,5
328,178,14,5564,0,1,36
123,1498,14,7780,0,4,6
354,1952,9,6133,0,3,4
454,1895,13,5554,0,1,4
490,1109,13,7838,0,5,8
857,339,5,7667,0,2,26
39,1083,13,2261,0,6,3
984,506,11,4331,0,3,10
470,1623,7,10327,0,4,8
595,1845,7,11456,0,5,7
297,669,9,7734,0,3,13
295,968,14,4560,0,6,6
914,277,14,11306,0,2,46
1032,1737,7,7888,0,5,6
641,1359,9,3747,0,1,4
1057,1228,11,4923,0,3,5
494,1890,9,9992,0,3,6
355,1579,8,9965,0,4,8
277,1717,6,4418,0,4,3
674,395,8,7513,0,4,22
111,1986,13,5043,0,4,3
232,1132,10,2081,0,1,3
419,131,9,3775,0,6,33
922,1478,11,8099,0,2,7
584,1239,13,3620,0,3,4
1056,1067,6,3328,0,3,4
689,1368,9,5654,0,6,5
498,1252,6,6886,0,2,7
793,1979,7,7338,0,1,5
208,771,14,2392,0,4,4
295,968,14,5261,0,6,7
8,1299,14,4399,0,4,4
892,945,14,2942,0,6,4
1093,1561,8,8028,0,2,6
472,1995,8,4927,0,3,3
156,286,7,6533,0,3,26
943,869,6,5662,0,6,8
566,418,8,3806,0,1,11
368,319,9,6357,0,5,23
48,1228,6,3547,0,2,4
823,144,7,4775,0,1,38
886,1325,12,5019,0,5,5
700,1751,9,5801,0,3,4
494,1890,9,6955,0,7,5
980,1209,9,4208,0,3,4
206,1545,13,5914,0,2,5
39,1083,13,4354,0,3,5
382,1283,6,7941,0,3,7
472,1995,8,4637,0,3,3
717,1863,12,3567,0,2,3
803,308,14,9679,0,5,36
112,1540,10,5910,0,2,5
406,1999,14,8241,0,5,5
1000,531,6,5632,0,4,12
707,1615,10,7822,0,6,6
553,945,10,6296,0,5,8
34,1162,13,6425,0,1,7
757,606,5,7610,0,5,15
413,1029,8,6981,0,4,8
1013,921,7,2072,0,6,3
404,652,12,6040,0,1,11
892,945,14,7901,0,5,10
360,179,14,6839,0,3,43
485,836,8,5232,0,5,8
1055,1767,14,7573,0,4,5
550,347,9,5066,0,5,17
606,236,11,5807,0,3,28
579,439,8,5226,0,4,14
260,1890,10,5763,0,3,4
442,562,10,4875,0,4,10
394,1017,7,6576,0,2,8
846,697,6,7649,0,3,13
31,801,11,6168,0,3,9
842,326,9,21735,0,6,75
1054,1157,11,9434,0,1,10
581,165,11,2731,0,6,19
701,1421,14,4696,0,1,4
1013,921,7,0,1,4,0
1083,1834,8,5036,0,3,4
338,285,8,10113,0,6,40
159,1643,13,12132,0,1,9
3,1910,14,8802,0,2,6
368,319,9,11032,0,2,39
54,1730,6,7378,0,5,5
925,1998,9,4294,0,1,3
288,1748,6,4758,0,2,4
503,568,6,6488,0,6,13
274,1596,7,3731,0,4,3
547,297,8,6204,0,5,24
584,1239,13,5110,0,3,5
379,467,10,2857,0,2,7
927,173,14,4913,0,4,32
